Player,yr1.2P,yr1.2P%,yr1.2PA,yr1.3P,yr1.3P%,yr1.3PA,yr1.AST,yr1.BLK,yr1.DRB,yr1.FG,yr1.FG%,yr1.FGA,yr1.FT,yr1.FT%,yr1.FTA,yr1.G,yr1.GS,yr1.MP,yr1.ORB,yr1.PF,yr1.PTS,yr1.Pos,yr1.STL,yr1.TOV,yr1.TRB,yr1.Team,yr1.eFG%,yr2.2P,yr2.2P%,yr2.2PA,yr2.3P,yr2.3P%,yr2.3PA,yr2.AST,yr2.BLK,yr2.DRB,yr2.FG,yr2.FG%,yr2.FGA,yr2.FT,yr2.FT%,yr2.FTA,yr2.G,yr2.GS,yr2.MP,yr2.ORB,yr2.PF,yr2.PTS,yr2.Pos,yr2.STL,yr2.TOV,yr2.TRB,yr2.Team,yr2.eFG%,yr3.2P,yr3.2P%,yr3.2PA,yr3.3P,yr3.3P%,yr3.3PA,yr3.AST,yr3.BLK,yr3.DRB,yr3.FG,yr3.FG%,yr3.FGA,yr3.FT,yr3.FT%,yr3.FTA,yr3.G,yr3.GS,yr3.MP,yr3.ORB,yr3.PF,yr3.PTS,yr3.Pos,yr3.STL,yr3.TOV,yr3.TRB,yr3.Team,yr3.eFG%
,1.3,0.473,2.7,1.0,0.353,2.8,0.6,0.5,2.7,2.3,0.412,5.6,0.3,0.842,0.4,48.0,23.0,20.6,0.9,1.8,5.9,SF,0.6,0.9,3.6,BRK,0.502,0.5,0.5,1.1,0.5,0.309,1.5,0.6,0.2,1.1,1.0,0.387,2.6,0.3,0.733,0.4,36.0,4.0,10.7,0.6,1.1,2.8,SF,0.4,0.4,1.7,2TM,0.478,0.3,0.467,0.6,0.4,0.385,1.0,0.3,0.1,0.6,0.6,0.415,1.5,0.1,0.556,0.2,54.0,0.0,5.1,0.2,0.5,1.7,SF,0.2,0.1,0.8,SAC,0.537
,0.4,0.45,0.8,0.3,0.231,1.1,1.3,0.0,0.4,0.6,0.326,1.9,0.1,0.75,0.2,24.0,3.0,6.9,0.1,0.5,1.6,PG,0.1,0.3,0.5,CLE,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3,0.333,1.0,0.1,0.278,0.5,0.6,0.0,0.8,0.5,0.315,1.5,0.3,0.846,0.4,35.0,2.0,6.9,0.5,0.7,1.4,SF,0.2,0.4,1.2,MIN,0.361,0.2,0.188,1.1,0.0,0.0,0.3,0.5,0.1,0.2,0.2,0.15,1.4,0.0,,0.0,14.0,0.0,4.9,0.3,0.7,0.4,SF,0.2,0.5,0.5,UTA,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9,0.486,1.8,0.5,0.346,1.4,1.2,0.1,1.2,1.4,0.426,3.2,1.0,0.543,1.8,19.0,0.0,10.5,0.2,0.9,4.2,PG,0.3,0.6,1.3,MIL,0.5,1.7,0.632,2.7,0.9,0.333,2.6,2.0,0.3,1.0,2.6,0.486,5.3,1.1,0.889,1.3,7.0,1.0,12.4,0.0,1.0,7.1,PG,0.0,1.7,1.0,MIL,0.568,0.7,0.667,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.7,0.4,1.7,0.7,1.0,0.7,3.0,0.0,2.7,0.0,0.3,2.0,PG,0.0,0.3,0.0,MIL,0.4
,0.7,0.621,1.2,2.1,0.363,5.8,1.0,0.3,2.7,2.8,0.406,7.0,0.2,0.8,0.2,25.0,1.0,18.6,0.2,1.2,8.0,SG,0.8,0.4,2.9,OKC,0.557,0.3,0.75,0.4,1.4,0.358,4.0,0.7,0.3,1.4,1.7,0.393,4.3,0.4,0.8,0.5,41.0,0.0,13.0,0.4,1.0,5.2,SG,0.3,0.2,1.8,OKC,0.556,0.3,0.632,0.5,1.0,0.435,2.2,0.6,0.2,0.9,1.3,0.471,2.7,0.1,1.0,0.1,38.0,0.0,7.4,0.2,0.6,3.6,SG,0.1,0.2,1.1,OKC,0.649
,1.6,0.51,3.1,0.5,0.327,1.5,0.6,0.2,1.3,2.1,0.449,4.6,1.2,0.623,1.9,32.0,5.0,12.2,1.8,1.7,5.8,C,0.3,0.6,3.1,DET,0.503,1.8,0.636,2.8,0.5,0.359,1.4,0.6,0.1,1.1,2.3,0.543,4.1,1.5,0.788,1.9,28.0,0.0,8.7,1.2,1.5,6.5,C,0.1,0.5,2.3,MIN,0.603,1.1,0.628,1.7,0.4,0.281,1.3,0.2,0.0,0.5,1.4,0.48,3.0,0.7,0.72,1.0,25.0,0.0,4.9,0.8,1.0,4.0,C,0.2,0.2,1.2,MIN,0.54
,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,2.0,0.0,,0.0,2.0,0.0,4.0,0.0,0.5,0.0,SG,1.0,0.0,0.5,PHO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,0.667,1.5,0.5,0.333,1.5,0.5,0.5,1.5,1.5,0.5,3.0,0.5,1.0,0.5,2.0,0.0,12.5,0.0,2.5,4.0,PG,0.5,1.5,1.5,2TM,0.583,2.5,0.556,4.5,2.0,0.364,5.5,4.5,0.0,3.5,4.5,0.45,10.0,1.5,0.6,2.5,2.0,0.0,20.5,1.5,1.5,12.5,SG,0.0,1.5,5.0,PHI,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.6,0.688,0.8,0.7,0.361,1.9,0.4,0.2,1.3,1.3,0.462,2.7,0.6,0.786,0.7,19.0,0.0,11.2,0.6,1.3,3.8,SG,0.4,0.2,1.8,2TM,0.587,0.2,1.0,0.2,0.2,0.333,0.6,0.0,0.0,0.6,0.4,0.5,0.8,0.0,,0.0,5.0,0.0,1.8,0.0,0.2,1.0,SF,0.0,0.0,0.6,CHI,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3,0.235,1.4,0.1,0.25,0.3,0.6,0.3,1.2,0.4,0.238,1.8,0.2,0.4,0.4,12.0,0.0,10.7,0.8,1.3,1.1,SG,0.4,0.2,1.9,MIA,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3,0.3,1.1,0.1,0.2,0.6,0.0,0.1,0.6,0.4,0.267,1.7,0.9,0.727,1.2,9.0,0.0,3.9,0.6,0.7,1.9,C,0.1,0.2,1.1,CHI,0.3,0.1,0.333,0.4,0.1,0.25,0.6,0.0,0.0,0.1,0.3,0.286,1.0,0.1,0.5,0.3,7.0,0.0,2.9,0.1,0.7,0.9,C,0.0,0.0,0.3,CHI,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,1.0,0.2,5.0,0.0,0.0,0.0,1.0,0.2,5.0,0.0,,0.0,1.0,0.0,5.0,0.0,0.0,3.0,SF,1.0,0.0,0.0,BOS,0.3,0.2,0.333,0.7,0.9,0.381,2.5,0.5,0.0,0.6,1.2,0.37,3.2,0.3,0.833,0.4,34.0,0.0,9.1,0.1,0.8,3.6,SF,0.1,0.2,0.8,2TM,0.519,0.3,0.364,0.8,1.5,0.451,3.3,0.6,0.0,1.2,1.8,0.434,4.0,0.5,0.929,0.5,28.0,1.0,13.9,0.2,1.1,5.4,SF,0.2,0.7,1.4,NOP,0.615
,0.2,1.0,0.2,0.2,0.5,0.4,0.6,0.0,0.0,0.4,0.667,0.6,0.0,,0.0,5.0,0.0,3.8,0.0,0.2,1.0,PG,0.0,0.2,0.0,MIN,0.833,1.4,0.529,2.6,0.3,0.321,1.0,2.1,0.2,1.4,1.7,0.469,3.6,0.5,0.684,0.7,27.0,1.0,12.4,0.3,0.9,4.2,PG,0.3,0.7,1.7,DAL,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.7,0.556,3.0,0.0,0.0,0.7,0.0,0.3,1.7,1.7,0.455,3.7,0.7,1.0,0.7,3.0,0.0,10.3,1.3,1.3,4.0,C,0.3,0.3,3.0,DET,0.455,0.9,0.75,1.1,0.6,0.571,1.0,0.6,0.0,1.9,1.4,0.667,2.1,0.0,,0.0,7.0,0.0,7.4,0.4,0.7,3.4,PF,0.1,0.3,2.3,UTA,0.8,0.6,0.526,1.2,0.6,0.429,1.3,0.4,0.4,2.1,1.2,0.475,2.5,0.4,0.75,0.5,16.0,0.0,11.6,0.6,0.9,3.3,PF,0.3,0.3,2.7,UTA,0.588
,0.4,0.375,1.0,0.4,0.25,1.7,1.0,0.0,1.0,0.8,0.296,2.7,0.2,0.667,0.3,40.0,2.0,9.3,0.1,1.1,2.2,PG,0.4,0.1,1.1,NYK,0.375,0.6,0.457,1.3,0.6,0.299,2.1,1.1,0.1,0.6,1.2,0.358,3.4,0.4,0.667,0.7,64.0,2.0,11.9,0.2,0.9,3.5,PG,0.6,0.4,0.8,NYK,0.451,1.4,0.511,2.8,1.6,0.41,3.9,1.7,0.1,1.0,3.0,0.452,6.7,0.6,0.86,0.7,68.0,14.0,19.5,0.5,1.6,8.3,PG,0.7,0.4,1.5,NYK,0.572
,0.8,0.548,1.4,0.8,0.364,2.1,0.4,0.2,1.2,1.5,0.437,3.5,0.5,0.778,0.7,52.0,11.0,11.7,0.3,0.8,4.4,SG,0.1,0.3,1.5,GSW,0.546,0.9,0.641,1.5,0.8,0.363,2.1,0.8,0.1,1.2,1.7,0.476,3.6,0.6,0.698,0.8,63.0,3.0,13.0,0.4,0.9,4.8,SG,0.3,0.5,1.7,GSW,0.584,1.8,0.555,3.3,1.1,0.36,3.0,0.9,0.4,2.0,2.9,0.462,6.4,1.1,0.785,1.4,66.0,9.0,17.5,1.0,1.4,8.1,SG,0.6,0.7,3.0,GSW,0.548
,0.3,0.333,0.8,0.0,0.0,0.3,0.5,0.3,0.5,0.3,0.25,1.0,0.8,1.0,0.8,4.0,0.0,3.5,0.3,0.0,1.3,PF,0.0,0.0,0.8,2TM,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4,0.364,1.0,0.1,0.167,0.5,0.3,0.0,0.5,0.5,0.294,1.5,0.2,1.0,0.2,11.0,0.0,4.7,0.1,0.7,1.2,PG,0.1,0.3,0.5,PHI,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.1,0.447,2.5,0.0,,0.0,0.4,0.5,1.1,1.1,0.447,2.5,0.7,0.647,1.1,15.0,0.0,8.0,0.9,1.2,3.0,C,0.1,0.4,2.1,SAC,0.447,1.2,0.667,1.8,0.0,,0.0,0.2,0.4,1.2,1.2,0.667,1.8,0.0,0.0,0.4,5.0,0.0,5.8,1.0,1.4,2.4,C,0.0,0.2,2.2,SAC,0.667,2.4,0.644,3.7,0.0,,0.0,0.7,0.8,2.5,2.4,0.644,3.7,0.7,0.714,1.0,28.0,0.0,11.9,1.9,1.8,5.5,C,0.5,0.5,4.4,BOS,0.644
,2.0,0.625,3.3,0.6,0.448,1.3,0.9,0.7,2.7,2.6,0.574,4.6,1.1,0.828,1.3,22.0,2.0,19.1,1.5,2.4,7.0,C,0.3,1.0,4.2,OKC,0.639,1.6,0.636,2.4,0.1,0.125,0.9,0.4,0.6,2.1,1.7,0.5,3.3,0.6,0.714,0.8,9.0,1.0,12.7,1.3,1.9,4.0,C,0.1,0.4,3.4,OKC,0.517,0.6,0.692,0.9,0.1,0.333,0.4,0.1,0.5,1.7,0.7,0.579,1.3,0.7,0.667,1.0,15.0,0.0,6.5,0.7,1.2,2.3,C,0.0,0.2,2.4,OKC,0.632
,2.3,0.547,4.2,0.0,0.091,0.2,0.9,0.4,3.7,2.3,0.526,4.4,0.7,0.623,1.1,56.0,12.0,12.6,1.5,1.5,5.3,C,0.3,0.7,5.3,MIA,0.528,1.4,0.65,2.2,0.3,0.429,0.8,0.2,0.2,1.7,1.8,0.593,3.0,0.6,0.833,0.7,9.0,0.0,9.2,0.9,1.8,4.4,C,0.2,0.4,2.6,MIA,0.648,2.0,0.588,3.3,0.1,0.208,0.5,0.6,0.4,2.8,2.1,0.538,3.8,0.4,0.679,0.6,48.0,12.0,11.4,1.5,1.1,4.6,C,0.2,0.8,4.3,UTA,0.552
,1.0,0.5,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.333,3.0,1.0,1.0,1.0,2.0,0.0,3.5,1.0,1.0,3.0,SF,0.5,1.0,2.0,PHO,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3,0.571,0.5,0.1,0.125,0.6,0.2,0.1,0.5,0.4,0.333,1.2,0.2,0.75,0.3,13.0,0.0,2.9,0.5,0.5,1.1,PF,0.1,0.3,1.1,DEN,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.5,0.5,1.0,1.6,0.381,4.1,1.0,0.2,1.5,2.1,0.404,5.1,0.3,0.684,0.4,46.0,6.0,17.1,0.5,1.6,6.0,SG,0.7,0.6,2.0,NYK,0.557,1.8,0.641,2.7,2.2,0.386,5.7,2.1,0.4,2.5,4.0,0.468,8.5,1.1,0.796,1.4,71.0,66.0,29.9,0.7,2.5,11.3,SG,0.7,1.0,3.2,NYK,0.599,0.8,0.466,1.7,1.6,0.338,4.7,1.3,0.1,1.7,2.4,0.372,6.4,0.7,0.756,0.9,51.0,18.0,20.1,0.3,1.5,7.0,SG,0.7,0.5,2.0,2TM,0.495
,0.4,0.375,1.1,0.0,0.0,0.1,0.9,0.0,0.3,0.4,0.333,1.3,0.2,0.75,0.3,14.0,0.0,4.5,0.2,0.1,1.1,SG,0.1,0.2,0.5,CLE,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,0.5,0.25,2.0,0.0,0.0,1.5,0.5,0.25,2.0,0.0,,0.0,2.0,0.0,5.5,0.0,0.0,1.5,SG,0.0,0.5,1.5,OKC,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.2,0.667,0.2,0.7,0.432,1.7,0.4,0.1,0.9,0.9,0.46,1.9,0.0,,0.0,26.0,0.0,6.1,0.2,0.3,2.5,SF,0.0,0.1,1.1,BOS,0.65,0.5,0.656,0.8,1.8,0.418,4.2,0.9,0.3,2.1,2.3,0.455,5.0,0.2,0.706,0.2,80.0,8.0,16.1,0.4,1.2,6.4,SF,0.4,0.4,2.6,BOS,0.631,0.7,0.559,1.2,2.5,0.424,5.9,1.0,0.3,2.9,3.2,0.446,7.1,0.2,0.895,0.2,79.0,13.0,22.0,0.6,1.3,9.0,SF,0.5,0.4,3.5,BOS,0.623
,0.9,0.556,1.5,0.5,0.423,1.3,0.5,0.2,1.1,1.4,0.496,2.8,0.4,0.818,0.5,41.0,3.0,9.9,0.9,0.7,3.8,PF,0.2,0.4,2.0,MIL,0.591,1.6,0.511,3.0,0.7,0.303,2.3,1.4,0.3,2.7,2.3,0.422,5.3,0.9,0.684,1.3,43.0,7.0,15.3,1.6,1.2,6.1,C,0.3,0.8,4.3,2TM,0.487,1.2,0.593,2.0,0.4,0.297,1.4,1.1,0.3,2.2,1.6,0.471,3.4,0.5,0.735,0.7,46.0,5.0,9.8,1.0,0.8,4.1,C,0.2,0.4,3.2,SAS,0.532
,1.5,0.56,2.6,0.2,0.125,1.5,0.7,0.3,1.7,1.7,0.402,4.1,0.6,0.625,1.0,32.0,0.0,11.3,1.0,1.1,4.1,PF,0.2,0.5,2.7,MEM,0.424,2.0,0.591,3.4,1.2,0.353,3.5,1.3,0.6,3.7,3.2,0.47,6.8,1.4,0.75,1.9,77.0,20.0,21.8,1.1,1.9,9.0,PF,0.6,0.8,4.8,MEM,0.56,2.3,0.534,4.3,1.7,0.349,5.0,2.3,0.9,4.6,4.0,0.435,9.3,0.9,0.621,1.4,61.0,35.0,26.5,1.2,1.5,10.7,PF,0.7,1.1,5.8,MEM,0.528
,5.4,0.543,10.0,0.8,0.301,2.6,3.5,0.7,4.9,6.2,0.492,12.6,2.1,0.735,2.9,74.0,74.0,35.4,2.6,2.6,15.3,PF,1.1,1.8,7.5,TOR,0.524,5.2,0.505,10.3,0.8,0.281,2.9,4.8,0.8,4.3,6.0,0.456,13.2,2.5,0.772,3.2,77.0,76.0,34.8,2.3,2.2,15.3,SF,1.1,2.0,6.6,TOR,0.487,5.8,0.536,10.8,1.7,0.341,4.9,6.1,1.5,5.9,7.5,0.475,15.7,3.3,0.781,4.2,60.0,60.0,34.9,2.4,2.0,19.9,SG,1.3,2.8,8.2,TOR,0.528
,0.0,,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.5,1.0,2.0,0.0,3.5,0.0,0.0,0.5,SG,0.5,0.0,0.0,CHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,2.0,0.0,,0.0,2.0,0.0,5.0,0.5,0.5,1.0,SG,0.5,1.0,1.0,MEM,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.2,0.25,0.6,0.1,0.167,0.5,0.4,0.0,0.4,0.2,0.214,1.1,0.0,,0.0,13.0,0.0,3.0,0.0,0.1,0.5,PG,0.0,0.4,0.4,ATL,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.7,0.676,5.5,0.4,0.316,1.2,1.2,0.2,2.3,4.1,0.614,6.7,1.1,0.706,1.5,33.0,7.0,21.6,2.9,1.8,9.6,PF,0.4,0.7,5.2,IND,0.641,1.1,0.607,1.8,0.2,0.263,0.6,0.3,0.2,0.6,1.3,0.52,2.4,0.2,0.545,0.4,31.0,2.0,8.5,0.9,0.8,2.9,PF,0.1,0.3,1.5,2TM,0.553,0.6,0.6,1.0,0.1,0.222,0.3,0.3,0.1,0.6,0.6,0.513,1.3,0.1,0.8,0.2,31.0,0.0,6.1,0.5,0.5,1.5,PF,0.2,0.2,1.2,CHI,0.538
,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,17.0,0.0,2.0,0.0,SG,0.0,1.0,2.0,DET,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2,0.421,5.3,1.6,0.36,4.5,1.5,0.2,2.4,3.9,0.393,9.8,1.1,0.793,1.4,60.0,26.0,22.8,0.4,1.7,10.4,PG,0.8,1.2,2.9,OKC,0.476,1.7,0.475,3.6,1.2,0.315,3.8,1.8,0.2,1.9,2.9,0.393,7.5,0.6,0.764,0.8,67.0,5.0,17.7,0.4,1.5,7.7,PG,0.6,0.9,2.3,OKC,0.474,2.4,0.516,4.6,1.1,0.373,3.1,4.0,0.1,3.1,3.5,0.459,7.7,1.1,0.763,1.4,41.0,28.0,24.1,0.5,1.2,9.3,PG,1.2,1.6,3.6,2TM,0.533
,1.5,0.6,2.5,0.0,0.0,0.5,0.0,0.5,0.5,1.5,0.5,3.0,0.0,,0.0,2.0,0.0,5.5,0.5,1.0,3.0,SF,0.5,0.0,1.0,CLE,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.8,0.581,4.8,0.2,0.237,0.8,1.7,0.6,3.0,3.0,0.532,5.6,1.5,0.755,2.0,48.0,10.0,18.1,1.2,2.4,7.6,SF,0.5,0.9,4.1,POR,0.549,2.5,0.602,4.2,0.4,0.391,1.0,2.1,0.2,3.2,2.9,0.56,5.2,1.2,0.72,1.6,62.0,12.0,19.1,0.7,1.9,7.4,PF,0.5,1.1,3.8,POR,0.599,2.2,0.564,3.9,0.4,0.397,1.1,1.3,0.3,2.3,2.6,0.527,4.9,1.2,0.794,1.5,63.0,2.0,13.6,0.8,1.7,6.9,PF,0.4,1.0,3.1,BRK,0.571
,0.6,0.667,0.9,0.9,0.375,2.4,0.4,0.1,0.9,1.5,0.455,3.3,0.4,1.0,0.4,10.0,0.0,7.4,0.7,0.6,4.3,SG,0.5,0.7,1.6,HOU,0.591,0.7,0.357,2.0,0.3,0.133,2.1,0.9,0.7,1.3,1.0,0.241,4.1,0.7,1.0,0.7,7.0,0.0,10.0,1.1,0.6,3.0,SG,0.3,1.0,2.4,IND,0.276,0.8,0.524,1.5,0.2,0.176,1.2,1.3,0.4,1.2,1.0,0.368,2.7,0.6,0.75,0.9,14.0,0.0,11.8,0.2,1.1,2.9,SG,0.5,0.5,1.4,ORL,0.408
,0.6,0.418,1.5,1.1,0.382,3.0,0.6,0.1,1.6,1.8,0.394,4.5,0.7,0.882,0.8,62.0,1.0,13.9,0.8,1.0,5.4,SF,0.4,0.3,2.4,NOP,0.522,2.3,0.611,3.8,2.6,0.406,6.3,1.4,0.5,2.8,4.9,0.484,10.1,2.2,0.905,2.4,79.0,65.0,31.0,0.7,2.0,14.5,SF,1.1,0.8,3.6,NOP,0.61,1.9,0.602,3.1,3.0,0.38,7.8,2.2,0.5,4.2,4.8,0.443,10.9,2.2,0.815,2.6,57.0,23.0,29.6,0.7,1.2,14.8,SF,0.9,0.6,4.9,NOP,0.579
,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,SG,0.0,0.0,0.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.6,0.583,1.0,0.2,0.25,0.8,0.7,0.5,2.6,0.8,0.432,1.8,0.2,0.714,0.3,24.0,2.0,10.0,0.9,1.2,2.0,PF,0.4,0.3,3.5,HOU,0.489,0.8,0.525,1.6,0.3,0.407,0.8,0.9,0.4,2.5,1.1,0.486,2.4,0.4,0.617,0.6,75.0,1.0,12.9,1.6,1.8,3.0,C,0.6,0.6,4.1,HOU,0.554,0.2,0.2,0.8,0.0,0.0,0.2,0.2,0.5,0.7,0.2,0.167,1.0,0.2,0.5,0.3,6.0,0.0,3.0,0.5,0.3,0.5,PF,0.2,0.3,1.2,GSW,0.167
,1.2,0.522,2.3,1.1,0.327,3.3,1.9,0.3,2.8,2.3,0.407,5.6,0.6,0.864,0.7,30.0,8.0,23.0,0.6,2.2,6.2,SG,0.6,1.0,3.4,OKC,0.503,0.3,0.625,0.6,0.2,0.238,0.7,0.6,0.0,0.7,0.5,0.405,1.3,0.0,0.5,0.1,29.0,0.0,5.7,0.2,0.6,1.2,PG,0.2,0.2,0.9,ATL,0.473,1.0,0.639,1.6,1.3,0.412,3.1,2.3,0.3,1.9,2.3,0.49,4.7,0.2,0.833,0.3,22.0,14.0,24.6,0.5,2.2,6.1,PG,0.6,0.9,2.4,ATL,0.625
,2.0,0.541,3.7,0.5,0.357,1.4,2.4,0.3,1.2,2.5,0.49,5.1,0.3,0.6,0.5,10.0,0.0,13.7,0.2,0.9,5.8,SG,0.7,0.6,1.4,LAC,0.539,0.5,0.333,1.5,0.3,0.333,0.8,1.3,0.0,0.8,0.8,0.333,2.3,0.0,,0.0,4.0,0.0,5.0,0.0,0.5,1.8,SG,0.0,0.3,0.8,LAC,0.389,0.9,0.448,2.1,0.1,0.118,1.2,1.5,0.2,0.7,1.1,0.326,3.3,0.1,0.5,0.1,14.0,1.0,8.5,0.6,0.6,2.4,SG,0.2,0.4,1.3,LAC,0.348
,0.1,0.5,0.2,0.1,0.125,0.9,0.1,0.0,0.4,0.2,0.2,1.1,0.0,,0.0,9.0,0.0,4.3,0.2,0.2,0.6,SF,0.0,0.0,0.7,2TM,0.25,0.5,0.5,1.0,0.8,0.5,1.5,1.3,0.3,1.3,1.3,0.5,2.5,1.0,1.0,1.0,4.0,0.0,12.0,0.0,1.8,4.3,SF,0.0,0.8,1.3,CHO,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.2,0.286,0.6,0.3,0.333,0.8,0.1,0.3,0.6,0.4,0.313,1.3,0.0,0.0,0.2,12.0,0.0,5.9,0.4,0.5,1.1,SF,0.1,0.1,1.0,MEM,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.5,0.409,11.0,0.3,0.125,2.0,7.5,1.0,4.8,4.8,0.365,13.0,1.3,1.0,1.3,4.0,4.0,43.5,0.5,3.8,11.0,PG,1.3,2.5,5.3,OKC,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.324,5.3,0.7,0.294,2.4,3.6,0.4,2.3,2.4,0.315,7.7,0.4,0.75,0.6,7.0,0.0,23.0,0.6,1.6,6.0,PG,1.0,1.4,2.9,MEM,0.361
,1.9,0.632,2.9,1.2,0.314,3.9,1.0,0.2,1.7,3.1,0.45,6.8,0.7,0.782,0.9,62.0,31.0,21.7,0.4,1.8,8.1,SF,0.6,0.7,2.1,MEM,0.54,1.6,0.596,2.7,0.7,0.258,2.6,0.9,0.2,1.7,2.3,0.429,5.3,0.5,0.773,0.6,37.0,4.0,15.2,0.4,1.6,5.7,SF,0.4,1.0,2.1,MEM,0.492,1.8,0.487,3.7,1.1,0.307,3.7,1.5,0.2,2.8,2.9,0.397,7.4,1.2,0.827,1.5,51.0,15.0,20.4,0.7,1.7,8.2,SF,0.7,1.3,3.5,MEM,0.474
,0.3,0.45,0.6,1.3,0.419,3.0,0.6,0.0,1.1,1.5,0.424,3.6,0.1,1.0,0.1,35.0,1.0,9.9,0.2,0.9,4.4,SG,0.2,0.3,1.3,MIL,0.6,0.3,0.519,0.5,1.2,0.408,3.0,0.5,0.1,1.0,1.5,0.423,3.5,0.3,0.895,0.3,56.0,0.0,11.0,0.2,0.9,4.5,SG,0.2,0.2,1.1,MIL,0.599,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.8,0.632,1.3,0.7,0.4,1.7,0.1,0.0,1.0,1.5,0.5,2.9,0.1,0.25,0.5,15.0,0.0,7.2,0.4,0.7,3.7,SG,0.1,0.2,1.4,2TM,0.614,1.0,0.577,1.7,0.3,0.26,1.2,0.5,0.1,0.9,1.3,0.446,2.9,0.4,0.652,0.5,42.0,0.0,7.4,0.3,0.5,3.2,SG,0.2,0.3,1.2,DAL,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.0,0.536,3.8,1.4,0.39,3.6,1.0,0.2,1.6,3.4,0.465,7.4,0.6,0.894,0.7,72.0,12.0,19.5,0.5,1.2,8.9,SF,0.6,0.6,2.1,ATL,0.56,0.4,0.348,1.2,0.5,0.256,2.0,0.3,0.1,0.8,0.9,0.29,3.1,0.1,1.0,0.1,20.0,0.0,8.6,0.1,0.3,2.4,SF,0.1,0.4,0.9,ATL,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,1.0,0.0,5.0,0.0,1.0,0.0,SG,0.0,2.0,1.0,BRK,,0.3,0.5,0.6,0.0,0.0,0.6,0.0,0.1,0.1,0.3,0.25,1.1,0.1,1.0,0.1,7.0,0.0,2.3,0.0,0.3,0.7,SG,0.0,0.3,0.1,MIA,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
